Carrier,Carrier_Clustered,carrier_size
GREEN GLOBE LINE CO LTD,GREEN GLOBE LINE CO LTD,small
GREEN OCEAN LINES BVBA,GREEN OCEAN LINES BVBA,micro
GREEN WORLDWIDE SHIPPING LLC,GREEN WORLDWIDE SHIPPING LLC,micro
GREENROAD INTERNATIONAL LOGISTICS (USA) INC,GREENROAD INTERNATIONAL LOGISTICS (USA) INC,small
GREENSEA INC,GREENSEA INC,large
GREYCARRIER BV,GREYCARRIER BV,micro
GRIEG STAR SHIPPING AS (OPEN HATCH DIVISION),GRIEG STAR SHIPPING AS (OPEN HATCH DIVISION),huge
GRIMALDI DEEP SEA S P A,GRIMALDI DEEP SEA S P A,medium
GRIMALDI EUROMED S P A,GRIMALDI EUROMED S P A,huge
GRIMALDI GROUP S P A,GRIMALDI GROUP S P A,medium
GRINDROD SHIPPING PTE LTD,GRINDROD SHIPPING PTE LTD,large
GRUDEN USA INC,GRUDEN USA INC,medium
"GRUELLE, D T COMPANY","GRUELLE, D T COMPANY",small
GTS CARGO INC,GTS CARGO INC,medium
GUANGDONG ETERNAL WAY INTL FREIGHT CO LTD,GUANGDONG ETERNAL WAY INTL FREIGHT CO LTD,medium
GUANGZHOU EASY GLOBAL CO LIMITED,GUANGZHOU EASY GLOBAL CO LIMITED,micro
GUANGZHOU MENEDY LOGISTICS CO LTD,GUANGZHOU MENEDY LOGISTICS CO LTD,micro
GULF AGENCY COMPANY LIMITED,GULF AGENCY COMPANY LIMITED,large
GULF-INLAND MARINE SERVICES INC,GULF-INLAND MARINE SERVICES INC,small
GULFSTREAM LINE INC,GULFSTREAM LINE INC,small
H & FRIENDS FREIGHT INC,H & FRIENDS FREIGHT INC,small
H & H INTERNATIONAL FORWARDERS CO LTD,H & H INTERNATIONAL FORWARDERS CO LTD,small
H CAN MARITIME,H CAN MARITIME,small
H DANTAS COMERCIO NAVEGACAO E INDUSTRIA LTDA,H DANTAS COMERCIO NAVEGACAO E INDUSTRIA LTDA,medium
H F EIMSKIPAFELAG ISLAND,H F EIMSKIPAFELAG ISLAND,large
H FOLMER & CO,H FOLMER & CO,micro
H J M INTERNATIONAL INC,H J M INTERNATIONAL INC,medium
HJM INTERNATIONAL OF NY INC,H J M INTERNATIONAL INC,medium
H T L LOGISTICS INDIA PRIVATE LIMITED,H T L LOGISTICS INDIA PRIVATE LIMITED,medium
H TWO (H2) LOGISTICS LLC,H TWO (H2) LOGISTICS LLC,medium
HABA SPED LTD,HABA SPED LTD,small
HAFNIA POOLS PTE LTD,HAFNIA POOLS PTE LTD,medium
HAFNIA TANKERS,HAFNIA TANKERS,medium
HALSTED BAY SHIPPING LLC,HALSTED BAY SHIPPING LLC,medium
HAMBURG REEFER CHARTERING GMBH,HAMBURG REEFER CHARTERING GMBH,medium
HAMBURG SUD,HAMBURG SUD,huge
HAMBURG SUED,HAMBURG SUD,huge
HAMEX CO LTD,HAMEX CO LTD,micro
HANARO SHIPPING CO LTD,HANARO SHIPPING CO LTD,medium
HANBIT LOGISTICS CO LTD,HANBIT LOGISTICS CO LTD,medium
HANDYTANKERS K/S,HANDYTANKERS K/S,large
HANES SUPPLY INC,HANES SUPPLY INC,micro
HANJIN EXPRESS,HANJIN EXPRESS,small
HANJIN LOGISTICS INC,HANJIN LOGISTICS INC,large
HANJIN SHIPPING COMPANY LTD,HANJIN SHIPPING CO LTD (BULK DIVISION),huge
HANJIN SHIPPING CO LTD (BULK DIVISION),HANJIN SHIPPING CO LTD (BULK DIVISION),huge
HANKYU HANSHIN EXPRESS CO LTD,HANKYU HANSHIN EXPRESS CO LTD,medium
HANKYU INTERNATIONAL TRANSPORT (USA) INC,HANKYU INTERNATIONAL TRANSPORT (USA) INC,small
HANRICH INT'L LOGISTICS CO LTD,HANRICH INT'L LOGISTICS CO LTD,micro
HANSA HEAVY LIFT,HANSA HEAVY LIFT,medium
HANSA INTERNATIONAL CO LTD,HANSA INTERNATIONAL CO LTD,small
HANSA TANKERS,HANSA TANKERS,large
HANSAENG EXPRESS CO LTD,HANSAENG EXPRESS CO LTD,small
HANSE OCEAN LINE,HANSE OCEAN LINE,medium
HANSEATIC CONTAINER LINE LTD,HANSEATIC CONTAINER LINE LTD,medium
HANSSY SHIPPING PTE LTD,HANSSY SHIPPING PTE LTD,medium
HANWIN SHIPPING LIMITED,HANWIN SHIPPING LIMITED,large
HAPAG LLOYD A G,HAPAG LLOYD A G,huge
HAPAG-LLOYD USA LLC,HAPAG-LLOYD USA LLC,medium
HAPPACH MARINE LTD,HAPPACH MARINE LTD,micro
HARBOR BUNKERING CORPORATION,HARBOR BUNKERING CORPORATION,large
HARBOUR INTERNATIONAL INCORPORATED,HARBOUR INTERNATIONAL INCORPORATED,small
HARKEN TOWING CO LTD,HARKEN TOWING CO LTD,large
HARRISON GLOBAL FREIGHT INC,HARRISON GLOBAL FREIGHT INC,medium
HARTMANN PROJECT LINES LTD,HARTMANN PROJECT LINES LTD,small
"HARTWIG, C TRANSPORT","HARTWIG, C TRANSPORT",medium
HAV SHIP MANAGEMENT AS,HAV SHIP MANAGEMENT AS,small
HAVI CONTAINER LINE LIMITED,HAVI CONTAINER LINE LIMITED,micro
HAWAII INTERMODAL TANK TRANSPORT,HAWAII INTERMODAL TANK TRANSPORT,small
HBC HAMBURG BULK CARRIERS GMBH & CO KG,HBC HAMBURG BULK CARRIERS GMBH & CO KG,medium
HEADWAY SPEED TRANSPORTATION CO LTD,HEADWAY SPEED TRANSPORTATION CO LTD,micro
HEADWIN INTERNATIONAL LOGISTICS LLC,HEADWIN INTERNATIONAL LOGISTICS LLC,micro
HEADWIN LOGISTICS CO LTD,HEADWIN LOGISTICS CO LTD,medium
HEAVENER SUPPLY INC,HEAVENER SUPPLY INC,small
HEBEI AIRSEA LOGISTICS LTD,HEBEI AIRSEA LOGISTICS LTD,small
HECNY SHIPPING LIMITED,HECNY SHIPPING LIMITED,huge
HEEREMA MARINE CONTRACTORS,HEEREMA MARINE CONTRACTORS,small
HEIDMAR INC,HEIDMAR INC,small
HELD BEREEDERUNGS GMBH & CO KG,HELD BEREEDERUNGS GMBH & CO KG,small
HELIX ENERGY SOLUTIONS GROUP INC,HELIX ENERGY SOLUTIONS GROUP INC,small
HELKA EXPRESS INTERNATIONAL LTD,HELKA EXPRESS INTERNATIONAL LTD,medium
HELKA GLOBAL LOGISTICS LTD,HELKA GLOBAL LOGISTICS LTD,medium
HELM-HUDIG LINES,HELM-HUDIG LINES,small
HELVETIA CONTAINER LINE,HELVETIA CONTAINER LINE,medium
HENFORD SHIPPING LTD,HENFORD SHIPPING LTD,small
HENGDA INTERNATIONAL SHIPPING CO LTD,HENGDA INTERNATIONAL SHIPPING CO LTD,small
HERFO A/S,HERFO A/S,medium
HERPORT CHINA (SHANGHAI) LIMITED,HERPORT CHINA (SHANGHAI) LIMITED,micro
HI TRADING INTERNATIONAL CORP,HI TRADING INTERNATIONAL CORP,small
HIGH LINK LINE INC,HIGH LINK LINE INC,medium
HITACHI TRANSPORT SYSTEM LTD,HITACHI TRANSPORT SYSTEM LTD,medium
HOEGH AUTOLINERS AS,HOEGH AUTOLINERS AS,huge
HOLY HOUSE SHIPPING AB,HOLY HOUSE SHIPPING AB,small
HONGFA SHIPPING (HONG KONG) CO LIMITED,HONGFA SHIPPING (HONG KONG) CO LIMITED,small
HONGWU LOGISTICS (USA) INC,HONGWU LOGISTICS (USA) INC,small
HONOLULU MARINE LLC,HONOLULU MARINE LLC,micro
HONOUR LANE SHIPPING LTD,HONOUR LANE SHIPPING LTD,huge
HORIZON INTERMODAL EXPRESS LTD,HORIZON INTERMODAL EXPRESS LTD,medium
HORIZON INTERNATIONAL CARGO INC,HORIZON INTERMODAL EXPRESS LTD,medium
HORIZON LINES LLC,HORIZON LINES LLC,medium
HORNBECK OFFSHORE SERVICES LLC,HORNBECK OFFSHORE SERVICES LLC,medium
HR VERA GMBH & CO KG,HR VERA GMBH & CO KG,micro
HT CARGO USA INC,HT CARGO USA INC,small
HUA FENG (USA) LOGISTICS INC,HUA FENG (USA) LOGISTICS INC,medium
HUAWEI INTERNATIONAL SHIPPING LIMITED,HUAWEI INTERNATIONAL SHIPPING LIMITED,small
HUAYANG INT'L TRANSPORTATION SERVICES DAILIAN CO LTD,HUAYANG INT'L TRANSPORTATION SERVICES DAILIAN CO LTD,micro
HUAYANG MARITIME CENTER,HUAYANG MARITIME CENTER,medium
"HUDSON SHIPPING LINES, INC",HUDSON SHIPPING LINES INC,large
HUDSON SHIPPING LINES INC,HUDSON SHIPPING LINES INC,large
HUGHES INTERNATIONAL LLC,HUGHES INTERNATIONAL LLC,medium
HYBUR LTD,HYBUR LTD,medium
HYUNDAI GLOVIS CO LTD,HYUNDAI GLOVIS CO LTD,huge
HYUNDAI LOGISTICS CO LTD,HYUNDAI LOGISTICS CO LTD,small
HYUNDAI MERCHANT MARINE,HYUNDAI MERCHANT MARINE,huge
I G L L,I G L L,medium
I M C SHIPPING CO PTE LTD,I M C SHIPPING CO PTE LTD,small
I T N CONSOLIDATORS INC,I T N CONSOLIDATORS INC,medium
ICECHEM TANKERS LTD,ICECHEM TANKERS LTD,medium
ICEPAK INC,ICEPAK INC,small
ICONTAINERS USA INC,ICONTAINERS USA INC,small
ID SHIPMANAGEMENT LIMITED,ID SHIPMANAGEMENT LIMITED,medium
IDEMITSU TANKER CO LTD,IDEMITSU TANKER CO LTD,micro
IDS FREIGHT SERVICES USA LLC,IDS FREIGHT SERVICES USA LLC,small
IFF INC,IFF INC,small
IFL INTERNATIONAL FREIGHT LINES LIMITED,IFL INTERNATIONAL FREIGHT LINES LIMITED,small
IFLN SHIPPING LINE,IFLN SHIPPING LINE,small
IFS (NY) INC,IFS (NY) INC,medium
IFS NEUTRAL MARITIME,IFS NEUTRAL MARITIME,small
IFS NEUTRAL MARITIME SERVICE INC,IFS NEUTRAL MARITIME,small
IHB SHIPPING CO LTD,IHB SHIPPING CO LTD,medium
IINO LINES,IINO LINES,medium
IJS GLOBAL INC,IJS GLOBAL INC,small
ILE GLOBAL LLC,ILE GLOBAL LLC,micro
IM-EX GLOBAL INC,IM-EX GLOBAL INC,small
IMEX INTERNATIONAL CO LTD,IMEX INTERNATIONAL CO LTD,micro
IMM SHIPPING GMBH & CO KG,IMM SHIPPING GMBH & CO KG,large
IMMORTAL SERVICE INC,IMMORTAL SERVICE INC,small
IMPERIAL EAGLE SHIPPING LLC,IMPERIAL EAGLE SHIPPING LLC,medium
IMPERIAL FREIGHT INC,IMPERIAL FREIGHT INC,micro
IMPERIAL INTER FREIGHT INC,IMPERIAL INTER FREIGHT INC,medium
IMPEX GLS INC,IMPEX GLS INC,small
IMPRIANO TRUCKING LLC,IMPRIANO TRUCKING LLC,small
INARME,INARME,large
INCE DENIZCILIK VE TIC A S,INCE DENIZCILIK VE TIC A S,medium
INCHCAPE SHIPPING SERVICES,INCHCAPE SHIPPING SERVICES,small
INDEPENDENT CONTAINER LINE LTD,INDEPENDENT CONTAINER LINE LTD,huge
INDEPENDENT TRANSPORTATION INC,INDEPENDENT CONTAINER LINE LTD,huge
INDIA MARITIME AGENCY LLC,INDIA MARITIME AGENCY LLC,large
INDUSTRIAL MARITIME CARRIERS LLC,INDUSTRIAL MARITIME CARRIERS LLC,large
INFINITY CARGO LOGISTICS (CHINA) LIMITED,INFINITY CARGO LOGISTICS (CHINA) LIMITED,small
INFINITY LOGISTICS INTERNATIONAL CO LTD,INFINITY LOGISTICS INTERNATIONAL CO LTD,micro
INFINITY TRANS INC,INFINITY TRANS INC,micro
INLAND ROUND TRIP LTD,INLAND ROUND TRIP LTD,small
INNOVATION FREIGHT SYSTEM,INNOVATION FREIGHT SYSTEM,small
INTELL SCM,INTELL SCM,micro
INTELLIGENT SCM LLC,INTELLIGENT SCM LLC,micro
INTER PACIFIC EXPRESS INC,INTER PACIFIC EXPRESS INC,micro
INTERCARGO LOGISTICS INC,INTERCARGO LOGISTICS INC,small
INTERDEL LOGISTICS INC,INTERDEL LOGISTICS INC,medium
INTERFREIGHT LOGISTICS CO LTD,INTERFREIGHT LOGISTICS CO LTD,small
INTERGIS CO LTD,INTERGIS CO LTD,large
INTERGLOBO NORTH AMERICA INC,INTERGLOBAL SHIPPING 3001 LTD,huge
INTERGLOBAL SHIPPING 3001 LTD,INTERGLOBAL SHIPPING 3001 LTD,huge
INTERLOG USA INC,INTERLOG USA INC,medium
6INTERLOG USA INC,INTERLOG USA INC,medium
"INTERLAKE STEAMSHIP COMPANY, THE",INTERLOG USA INC,medium
INTERMAX LOGISTICS SOLUTION LTD,INTERMAX LOGISTICS SOLUTION LTD,small
INTERNAUT SHIPPING GMBH,INTERNAUT SHIPPING GMBH,small
INTEROCEAN TRADE AND TRANSPORTATION INC,INTEROCEAN LINES INC,medium
INTEROCEAN LINES INC,INTEROCEAN LINES INC,medium
INTERPORT,INTERPORT,micro
INTERPORT GLOBAL LOGISTICS USA INC,INTERPORT GLOBAL LOGISTICS USA INC,medium
INTERSCAN SCHIFFAHRTS GMBH,INTERSCAN SCHIFFAHRTS GMBH,small
INTERSEE SCHIFFAHRTSGESELLSCHAFT MBH & CO KG,INTERSEE SCHIFFAHRTSGESELLSCHAFT MBH & CO KG,large
INTERSTATE TRANS LOGISTICS LLC,INTERSTATE TRANS LOGISTICS LLC,small
INTERTRANS EXPRESS INC,INTERTRANS EXPRESS INC,large
INTERTRANS INTERNATIONAL TRANSPORT (CHINA) LIMITED,INTERTRANS EXPRESS INC,large
INTERWORLD FREIGHT INC,INTERWORLD FREIGHT INC,small
INTRANSIA LLC,INTRANSIA LLC,medium
INTRANSIA WORLD WISE LOGISTIC INC,INTRANSIA WORLD WISE LOGISTIC INC,medium
INTREPID SHIPPING LLC,INTREPID SHIPPING LLC,medium
INUI GLOBAL LOGISTICS CO LTD,INUI GLOBAL LOGISTICS CO LTD,medium
INUI STEAMSHIP CO LTD,INUI STEAMSHIP CO LTD,medium
IONIC SHIPPING MGT INC,IONIC SHIPPING MGT INC,medium
ISABELLA SHIPPING COMPANY LTD BERMUDA,ISABELLA SHIPPING COMPANY LTD BERMUDA,huge
ISEWAN U S A INC,ISEWAN U S A INC,medium
ISLAND TUG & BARGE CO,ISLAND TUG & BARGE CO,large
ISLAND VIEW SHIPPING (PTY) LTD,ISLAND VIEW SHIPPING (PTY) LTD,medium
ISLAND VIEW SHIPPING INTERNATIONAL PTE LTD,ISLAND VIEW SHIPPING (PTY) LTD,medium
ISRAEL CARGO LOGISTICS (I C L) LTD,ISRAEL CARGO LOGISTICS (I C L) LTD,small
ITALSEMPIONE SPA,ITALSEMPIONE SPA,medium
ITC INTERNATIONAL,ITC INTERNATIONAL,small
ITG OCEAN EXPRESS LINE,ITG OCEAN EXPRESS LINE,micro
ITI LINES LIMITED,ITI LINES LIMITED,micro
ITIRO CORPORATION BVI,ITIRO CORPORATION BVI,medium
ITL CORPORATION,ITL CORPORATION,micro
ITL USA INC,ITL USA INC,micro
J & T INTL LOGISTICS CO LTD,J & T INTL LOGISTICS CO LTD,medium
J R ROADLINES PVT LTD,J R ROADLINES PVT LTD,small
JAC SHIPPING INC,JAC SHIPPING INC,medium
JACOBSON GLOBAL LOGISTICS (SINGAPORE) PTE LTD,JACOBSON GLOBAL LOGISTICS (SINGAPORE) PTE LTD,medium
JAGUAR FREIGHT SERVICES,JAGUAR FREIGHT SERVICES,medium
JAGUAR SHIPPING & TRANSPORTATION LIMITED,JAGUAR SHIPPING & TRANSPORTATION LIMITED,medium
JALDHI OVERSEAS PTE LTD,JALDHI OVERSEAS PTE LTD,medium
JAMES FORWARDING CORP,JAMES FORWARDING CORP,small
JAMES WORLDWIDE INC,JAMES WORLDWIDE INC,small
JAN DE NUL N V,JAN DE NUL N V,micro
JANCO GLOBAL LOGISTICS LIMITED,JANCO GLOBAL LOGISTICS LIMITED,micro
JANCO INTERNATIONAL FREIGHT (CHINA) LTD,JANCO INTERNATIONAL FREIGHT (CHINA) LIMITED,small
JANCO INTERNATIONAL FREIGHT (CHINA) LIMITED,JANCO INTERNATIONAL FREIGHT (CHINA) LIMITED,small
JMS INTERNATIONAL TRANSPORT & FOREIGN TRADE LTD,JANCO INTERNATIONAL FREIGHT (CHINA) LIMITED,small
"JANEL GROUP OF NEW YORK INC, THE",JANEL GROUP INC,small
"JANEL GROUP OF LOS ANGELES INC, THE",JANEL GROUP INC,small
"JANEL GROUP OF GEORGIA INC, THE",JANEL GROUP INC,small
"JANEL GROUP OF ILLINOIS, THE",JANEL GROUP INC,small
JANEL GROUP INC,JANEL GROUP INC,small
"JANEL WORLD TRADE LOGISTICS OF SHENZHEN LTD, THE","JANEL WORLD TRADE LOGISTICS OF SHENZHEN LTD, THE",small
JAPAN STAR AMERICA,JAPAN STAR AMERICA,large
JAPAN TRANSCITY CORPORATION,JAPAN TRANSCITY CORPORATION,small
JAPAN TRUST CO LTD,JAPAN TRUST CO LTD,large
JAPAN VAN LINES CO LTD,JAPAN VAN LINES CO LTD,medium
JARRIT SHIPPING CORP,JARRIT SHIPPING CORP,medium
JAS FORWARDING CHINA CO LTD,JAS FORWARDING CHINA CO LTD,micro
JAS OCEAN SERVICES INC,JAS OCEAN SERVICES INC,large
JASON EXPRESS INC,JASON EXPRESS INC,small
JDI SHIPPING LLC,JDI SHIPPING LLC,small
JDY INTERNATIONAL INC,JDY INTERNATIONAL INC,medium
JEENA AND CO PVT LTD,JEENA AND CO PVT LTD,small
JENSEN MARINE SERVICES,JENSEN MARINE SERVICES,medium
JENSON LOGISTICS INC,JENSON LOGISTICS INC,medium
JERA TRADING PTE LTD,JERA TRADING PTE LTD,large
JET GLORY INTERNATIONAL LOGISTICS CO LTD,JET GLORY INTERNATIONAL LOGISTICS CO LTD,small
JETSON INT'L LOGISTICS CO LTD,JETSON INT'L LOGISTICS CO LTD,micro
JETWAY SUPPLY CHAIN CORPORATION,JETWAY SUPPLY CHAIN CORPORATION,micro
JH INTERNATIONAL SHIPPING,JH INTERNATIONAL SHIPPING,small
JHJ INTERNATIONAL TRANSPORTATION CO LTD,JHJ INTERNATIONAL LIMITED,large
JHJ INTERNATIONAL LIMITED,JHJ INTERNATIONAL LIMITED,large
JHT GLOBAL LOGISTICS CO LTD,JHT GLOBAL LOGISTICS CO LTD,micro
JIAHE LOGISTICS CO LTD,JIAHE LOGISTICS CO LTD,small
JIANGSU CHD INTERNATIONAL LOGISTICS CO LTD,JIANGSU CHD INTERNATIONAL LOGISTICS CO LTD,small
JIF LOGISTICS INC,JIF LOGISTICS INC,small
JINGYI GLOBAL LOGISTICS CO LTD,JINGYI GLOBAL LOGISTICS CO LTD,small
JJB LINK LOGISTICS COMPANY LIMITED,JJB LINK LOGISTICS COMPANY LIMITED,small
JO SHIPPING AS,JO SHIPPING AS,medium
JO TANKERS AS,JO TANKERS AS,large
JOIN THE MOMENT FORWARDING CORP,JOIN THE MOMENT FORWARDING CORP,micro
"JONES, HARVEY VESSEL AGENTS INC","JONES, HARVEY VESSEL AGENTS INC",small
JOO SUNG SEA & AIR CO LTD,JOO SUNG SEA & AIR CO LTD,large
JT FREIGHT SOLUTIONS,JT FREIGHT SOLUTIONS,medium
JT SHIPPING CORPORATION,JT SHIPPING CORPORATION,medium
JT SHIPPING GROUP INC,JT SHIPPING CORPORATION,medium
JUMBO SHIPPING V O F,JUMBO SHIPPING V O F,medium
JUNCTION INTL LOGISTICS INC,JUNCTION INTERNATIONAL SCM INC,large
JUNCTION INTERNATIONAL SCM INC,JUNCTION INTERNATIONAL SCM INC,large
JUNGJIN LOGISTICS (SHENZHEN) CO LTD,JUNGJIN LOGISTICS (SHENZHEN) CO LTD,small
JVL LOGISTICS & CONSULTING,JVL LOGISTICS & CONSULTING,medium
JX OCEAN CO LTD,JX OCEAN CO LTD,large
K TWO (K2) SHIPPING,K TWO (K2) SHIPPING,large
K Y LOGISTICS INC,K Y LOGISTICS INC,micro
KAALBYE SHIPPING UKRAINE,KAALBYE SHIPPING UKRAINE,small
KAIYUAN SHIPPING CO LTD,KAIYUAN SHIPPING CO LTD,medium
KAMIGUMI CO LTD,KAMIGUMI CO LTD,medium
KAMINO INTERNATIONAL TRANSPORT INC,KAMINO INTERNATIONAL TRANSPORT INC,small
KANSAN MARINE INC,KANSAN MARINE INC,medium
KAPTAN DENIZCILIK VE TURIZM A S,KAPTAN DENIZCILIK VE TURIZM A S,medium
KASE LOGISTICS INTERNATIONAL LIMITED,KASE LOGISTICS INTERNATIONAL LIMITED,medium
KASY LOGISTICS (TIANJIN) CO LTD,KASY LOGISTICS (TIANJIN) CO LTD,medium
KAWANISHI WAREHOUSE CO LTD,KAWANISHI WAREHOUSE CO LTD,small
KAWASAKI KISEN KAISHA LTD,KAWASAKI KISEN KAISHA LTD,huge
KAY ONEILL (USA) LLC,KAY ONEILL (USA) LLC,micro
KCC TRANSPORT SYSTEMS INC,KCC TRANSPORT SYSTEMS INC,medium
"KEIHIN CO LTD, THE","KEIHIN CO LTD, THE",medium
KENT LINE SALES LIMITED,KENT LINE SALES LIMITED,large
KENTRA INTERNATIONAL SERVICES CORP,KENTRA INTERNATIONAL SERVICES CORP,small
KESCO CONTAINER LINE INC,KESCO CONTAINER LINE INC,small
KESCO LOGISTICS INC,KESCO LOGISTICS INC,large
KEY INTERNATIONAL SHIPPING,KEY INTERNATIONAL SHIPPING,small
KEY MARITIME REDERI A/S,KEY MARITIME REDERI A/S,small
KGJS CEMENT A/S,KGJS CEMENT A/S,medium
KGW LOGISTICS (M) SDN BHD,KGW LOGISTICS (M) SDN BHD,medium
KING COMPASS LOGISTICS LIMITED,KING COMPASS LOGISTICS LIMITED,medium
KING FREIGHT (USA) INC,KING FREIGHT (USA) INC,medium
KING OCEAN SERVICES LIMITED INC,KING OCEAN SERVICES LIMITED INC,large
KING SHIPPING COMPANY,KING SHIPPING COMPANY,medium
KING WELL EXPRESS INC,KING WELL EXPRESS INC,small
KING YANG SHIPPING,KING YANG SHIPPING,medium
KINGHOOD INTERNATIONAL LOGISTICS INC,KINGHOOD INTERNATIONAL LOGISTICS INC,micro
KINGSUN SHIPPING CO LTD,KINGSUN SHIPPING CO LTD,micro
KINGWOOD LOGISTICS LTD,KINGWOOD LOGISTICS LTD,large
KINTETSU WORLD EXPRESS INC,KINTETSU WORLD EXPRESS (HK) LIMITED,huge
KINTETSU WORLD EXPRESS (HK) LIMITED,KINTETSU WORLD EXPRESS (HK) LIMITED,huge
KIRBY OFFSHORE MARINE,KIRBY OFFSHORE MARINE,small
KL LOGISTIC CORPORATION,KL LOGISTIC CORPORATION,small
KLN CONTAINER LINE LIMITED,KLN CONTAINER LINE LIMITED,medium
KNUTSEN O A S SHIPPING A/S,KNUTSEN O A S SHIPPING A/S,medium
KOCH SHIPPING PTE LTD,KOCH SHIPPING PTE LTD,medium
KODAI COMPANY LTD,KODAI COMPANY LTD,medium
KOMA SHIPPING TWO (2) LTD,KOMA SHIPPING TWO (2) LTD,small
KONIG INTERNATIONAL LOGISTICS LLC,KONIG INTERNATIONAL LOGISTICS LLC,micro
KORAX CO LTD,KORAX CO LTD,medium
KORCHINA LOGISTICS USA INC,KORCHINA LOGISTICS USA INC,small
KOREA LINE CORPORATION,KOREA LINE CORPORATION,large
KOREA SHIPPING CORPORATION,KOREA SHIPPING CORPORATION,large
KORMAN SHIPPING CO LTD,KORMAN SHIPPING CO LTD,micro
KORSTAR SHIPPING CO LTD,KORSTAR SHIPPING CO LTD,small
KOUSA INTL LOGISTICS CO LTD,KOUSA INTL LOGISTICS CO LTD,medium
KOYO KAIUN CO LTD,KOYO KAIUN CO LTD,large
KRIEGER SEASERVICES,KRIEGER SEASERVICES,small
KRISTIAN GERHARD JEBSEN SKIPSREDERI AS,KRISTIAN GERHARD JEBSEN SKIPSREDERI AS,medium
KROS LOGISTICS LLC,KROS LOGISTICS LLC,medium
KRYSTAL LOGISTICS USA,KRYSTAL LOGISTICS USA,small
KUKBO LOGIX CO LTD,KUKBO LOGIX CO LTD,small
KW INTERNATIONAL INC,KW INTERNATIONAL INC,small
KWANGYANG MARINE CO LTD,KWANGYANG MARINE CO LTD,large
KWISE LOGISTICS (SHANDONG) CO LTD,KWISE LOGISTICS (SHANDONG) CO LTD,medium
KYUNG SUNG SEA & AIR CO LTD,KYUNG SUNG SEA & AIR CO LTD,small
L & C MARINE,L & C MARINE,medium
LAC WORLDWIDE INC,LAC WORLDWIDE INC,small
LACONIC FREIGHT INTERNATIONAL LTD,LACONIC FREIGHT INTERNATIONAL LTD,large
LAF ASIA INTERNATIONAL LTD,LAF ASIA INTERNATIONAL LTD,small
LAM USA INTERNATIONAL TRANSPORT INC,LAM USA INTERNATIONAL TRANSPORT INC,medium
LANDSTAR GLOBAL LOGISTICS INC,LANDSTAR GLOBAL LOGISTICS INC,medium
LANSING TRADE GROUP LLC,LANSING TRADE GROUP LLC,large
LAPTON FREIGHT INTERNATIONAL LIMITED,LAPTON FREIGHT INTERNATIONAL LIMITED,micro
LAPTON GLOBAL LOGISTICS LTD,LAPTON GLOBAL LOGISTICS LTD,micro
LAPTON LOGISTICS LIMITED,LAPTON LOGISTICS LIMITED,small
LATEK LOGISTICS USA INC,LATEK LOGISTICS USA INC,medium
LAUFER GROUP INTERNATIONAL LTD,LAUFER GROUP INTERNATIONAL LTD,large
LAURIN MARITIME AMERICA INC,LAURIN MARITIME AMERICA INC,large
LAURITZEN BULKERS A/S,LAURITZEN BULKERS A/S,large
LAURITZEN KOSAN A/S,LAURITZEN KOSAN A/S,large
LAVINIA CORPORATION,LAVINIA CORPORATION,micro
LAVINSTAR AMERICA INC,LAVINSTAR AMERICA INC,small
LAVINSTAR LOGISTICS INC,LAVINSTAR AMERICA INC,small
LBH-USA (DBA CELTIC INTERNATIONAL SHIPPING),LBH-USA (DBA CELTIC INTERNATIONAL SHIPPING),large
LCL,LCL,large
LCL LINES,LCL LINES,medium
LCS LOGISTICS INC,LCL LOGISTIC LLC,medium
LCL LOGISTIC LLC,LCL LOGISTIC LLC,medium
LCL LOGISTIX (INDIA) PVT LTD - LCL LINES,LCL LOGISTIC LLC,medium
LD COMMODITIES OCEAN FREIGHT LLC,LD COMMODITIES OCEAN FREIGHT LLC,medium
LD SEAPLANE S A S,LD SEAPLANE S A S,medium
LEADER MUTUAL FREIGHT SYSTEM INC,LEADER MUTUAL FREIGHT SYSTEM INC,medium
LEADERSHIP FREIGHT USA INC,LEADERSHIP FREIGHT USA INC,micro
LEGEND CARGO LOGISTICS COMPANY LIMITED,LEGEND CARGO LOGISTICS COMPANY LIMITED,small
LEMAN A/S,LEMAN A/S,medium
LEMISSOLER SHIPMANAGEMENT LTD,LEMISSOLER SHIPMANAGEMENT LTD,medium
LEO GLOBAL LOGISTICS CO LTD,LEO GLOBAL LOGISTICS CO LTD,medium
LEO GLOBAL LOGISTICS PUBLIC COMPANY LIMITED,LEO GLOBAL LOGISTICS CO LTD,medium
LEO TRANSPORT CORPORATION LTD,LEO TRANSPORT CORPORATION LTD,medium
LEONARDI & C SPA,LEONARDI & C SPA,medium
LF FREIGHT (USA) LLC,LF FREIGHT (USA) LLC,small
LF LOGISTICS USA LLC,LF LOGISTICS USA LLC,huge
LIAONING JOYTEL SUPPLY CHAIN CO LTD,LIAONING JOYTEL SUPPLY CHAIN CO LTD,micro
LIBERTY GLOBAL LOGISTICS INC,LIBERTY GLOBAL LOGISTICS INC,large
LIBERTY ONE SHIPMANAGEMENT GMBH & CO KG,LIBERTY ONE SHIPMANAGEMENT GMBH & CO KG,small
LIGHTHOUSE NAVIGATION AS,LIGHTHOUSE NAVIGATION AS,large
LIGHTHOUSE NAVIGATION CO LTD,LIGHTHOUSE NAVIGATION AS,large
